,id,keywords
10,830764,"[{'id': 1227, 'name': 'cemetery'}, {'id': 10292, 'name': 'gore'}, {'id': 9663, 'name': 'sequel'}, {'id': 9675, 'name': 'prequel'}, {'id': 9714, 'name': 'remake'}, {'id': 157488, 'name': 'pet cemetery'}, {'id': 208992, 'name': '1960s'}, {'id': 238140, 'name': 'forced to kill'}, {'id': 252343, 'name': 'pet monster'}, {'id': 286194, 'name': 'period piece'}, {'id': 312898, 'name': 'violence'}, {'id': 315058, 'name': 'horror'}, {'id': 323181, 'name': 'scary'}]"
11,678512,"[{'id': 2337, 'name': 'pedophilia'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 6019, 'name': 'human trafficking'}, {'id': 9672, 'name': 'based on true story'}, {'id': 11454, 'name': 'scam'}, {'id': 170865, 'name': 'child kidnapping'}, {'id': 222792, 'name': 'grooming'}, {'id': 227948, 'name': 'lost children'}, {'id': 279542, 'name': 'children in danger'}, {'id': 285275, 'name': 'colombia'}]"
12,565770,"[{'id': 2898, 'name': 'armor'}, {'id': 9715, 'name': 'superhero'}, {'id': 10235, 'name': 'family relationships'}, {'id': 18035, 'name': 'family'}, {'id': 159450, 'name': 'high tech'}, {'id': 163167, 'name': 'job hunting'}, {'id': 164253, 'name': 'mexican american'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 200349, 'name': 'immigrant family'}, {'id': 215193, 'name': 'college graduate'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}, {'id': 231277, 'name': 'alien technology'}, {'id': 240485, 'name': 'brother sister relationship'}, {'id': 255632, 'name': 'latino'}]"
13,976573,"[{'id': 657, 'name': 'fire'}, {'id': 10159, 'name': 'computer animation'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 268053, 'name': 'elements'}, {'id': 271672, 'name': 'water'}, {'id': 282997, 'name': 'city'}]"
14,762430,"[{'id': 441, 'name': 'assassination'}, {'id': 258, 'name': 'bomb'}, {'id': 9714, 'name': 'remake'}, {'id': 15160, 'name': 'divorce'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 191527, 'name': 'phone call'}, {'id': 312965, 'name': 'berlin'}]"
15,893723,"[{'id': 9715, 'name': 'superhero'}, {'id': 6513, 'name': 'cartoon'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 9663, 'name': 'sequel'}, {'id': 15162, 'name': 'dog'}, {'id': 18165, 'name': 'animal'}, {'id': 227591, 'name': 'elasticity'}, {'id': 286758, 'name': 'kids'}]"
16,807172,"[{'id': 6150, 'name': 'faith'}, {'id': 2626, 'name': 'exorcism'}, {'id': 9712, 'name': 'possession'}, {'id': 9663, 'name': 'sequel'}, {'id': 10941, 'name': 'disappearance'}, {'id': 157213, 'name': 'death of mother'}, {'id': 159940, 'name': 'exorcist'}, {'id': 161184, 'name': 'reboot'}, {'id': 161261, 'name': 'demonic possession'}, {'id': 240303, 'name': 'father daughter relationship'}]"
17,951491,"[{'id': 1547, 'name': 'mexico city, mexico'}, {'id': 4426, 'name': 'sadism'}, {'id': 483, 'name': 'riddle'}, {'id': 10292, 'name': 'gore'}, {'id': 9663, 'name': 'sequel'}, {'id': 10453, 'name': 'con artist'}, {'id': 10163, 'name': 'cancer'}, {'id': 11454, 'name': 'scam'}, {'id': 10714, 'name': 'serial killer'}, {'id': 13006, 'name': 'torture'}, {'id': 14964, 'name': 'drugs'}, {'id': 50009, 'name': 'survival horror'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 181019, 'name': 'franchise'}, {'id': 234766, 'name': 'jigsaw'}, {'id': 254161, 'name': 'méxico'}, {'id': 280009, 'name': 'saw'}, {'id': 295702, 'name': 'death game'}, {'id': 322755, 'name': 'requel'}]"
18,615656,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 9663, 'name': 'sequel'}, {'id': 161791, 'name': 'kaiju'}, {'id': 197532, 'name': 'civil action'}, {'id': 247510, 'name': 'oceans'}, {'id': 284923, 'name': 'shark cage'}]"
19,811634,"[{'id': 780, 'name': 'kung fu'}, {'id': 210024, 'name': 'anime'}]"
20,346698,"[{'id': 2383, 'name': 'feminism'}, {'id': 8201, 'name': 'satire'}, {'id': 6337, 'name': 'patriarchy'}, {'id': 10542, 'name': 'based on toy'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 33630, 'name': 'doll'}, {'id': 162846, 'name': 'ghost'}, {'id': 170362, 'name': 'fantasy world'}, {'id': 176227, 'name': 'motherhood'}, {'id': 181324, 'name': 'existentialism'}, {'id': 187056, 'name': 'woman director'}, {'id': 240315, 'name': 'mother daughter relationship'}, {'id': 299718, 'name': 'gender discrimination'}, {'id': 317363, 'name': 'barbie'}, {'id': 322105, 'name': 'secret world'}]"
21,968051,"[{'id': 254, 'name': 'france'}, {'id': 6733, 'name': 'bullying'}, {'id': 9663, 'name': 'sequel'}, {'id': 11001, 'name': 'religion'}, {'id': 15001, 'name': 'demon'}, {'id': 15032, 'name': 'gothic horror'}, {'id': 161261, 'name': 'demonic possession'}, {'id': 164346, 'name': 'praying'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 197104, 'name': 'all girls school'}, {'id': 208611, 'name': '1950s'}, {'id': 241827, 'name': 'demonic'}, {'id': 270343, 'name': 'convent'}, {'id': 323566, 'name': 'the conjuring universe'}]"
22,502356,"[{'id': 690, 'name': 'gorilla'}, {'id': 1878, 'name': 'plumber'}, {'id': 11477, 'name': 'anthropomorphism'}, {'id': 9696, 'name': 'magic mushroom'}, {'id': 41645, 'name': 'based on video game'}, {'id': 172242, 'name': 'toad'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 188294, 'name': 'damsel in distress'}, {'id': 207592, 'name': 'piano'}, {'id': 243959, 'name': 'brother brother relationship'}, {'id': 307254, 'name': 'evil king'}]"
23,841742,"[{'id': 2883, 'name': 'imprisonment'}, {'id': 9672, 'name': 'based on true story'}, {'id': 3698, 'name': 'mobbing'}, {'id': 10714, 'name': 'serial killer'}, {'id': 190035, 'name': 'working woman'}, {'id': 227428, 'name': 'female serial killer'}]"
24,150540,"[{'id': 1566, 'name': 'dream'}, {'id': 582, 'name': 'san francisco, california'}, {'id': 1360, 'name': 'minnesota'}, {'id': 1647, 'name': 'sadness'}, {'id': 6513, 'name': 'cartoon'}, {'id': 6483, 'name': 'ice hockey'}, {'id': 7942, 'name': 'imaginary friend'}, {'id': 8102, 'name': 'elementary school'}, {'id': 10235, 'name': 'family relationships'}, {'id': 10937, 'name': 'memory'}, {'id': 18035, 'name': 'family'}, {'id': 163227, 'name': 'unicorn'}, {'id': 171831, 'name': 'running away'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 211269, 'name': 'emotions'}]"
25,615656,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 9663, 'name': 'sequel'}, {'id': 161791, 'name': 'kaiju'}, {'id': 197532, 'name': 'civil action'}, {'id': 247510, 'name': 'oceans'}, {'id': 284923, 'name': 'shark cage'}]"
26,569094,"[{'id': 242, 'name': 'new york city'}, {'id': 2858, 'name': 'sacrifice'}, {'id': 9715, 'name': 'superhero'}, {'id': 5451, 'name': 'comic book'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9663, 'name': 'sequel'}, {'id': 9820, 'name': 'alternate dimension'}, {'id': 14636, 'name': 'india'}, {'id': 18095, 'name': 'alternate version'}, {'id': 33637, 'name': 'super power'}, {'id': 41523, 'name': 'brooklyn, new york city'}, {'id': 155030, 'name': 'superhero team'}, {'id': 158124, 'name': 'spider bite'}, {'id': 163074, 'name': 'super villain'}, {'id': 175102, 'name': 'cliffhanger'}, {'id': 213104, 'name': 'teen superhero'}, {'id': 221727, 'name': 'chelsea'}, {'id': 245157, 'name': 'alternate universe'}, {'id': 272493, 'name': 'female superhero'}, {'id': 299365, 'name': 'interdimensional travel'}, {'id': 323350, 'name': 'defying fate'}]"
27,939335,"[{'id': 6149, 'name': 'police'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 167377, 'name': 'lapd'}, {'id': 223685, 'name': 'k9'}]"
28,603692,"[{'id': 242, 'name': 'new york city'}, {'id': 779, 'name': 'martial arts'}, {'id': 2708, 'name': 'hitman'}, {'id': 9663, 'name': 'sequel'}, {'id': 10291, 'name': 'organized crime'}, {'id': 10642, 'name': 'osaka, japan'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 181644, 'name': 'hunted'}, {'id': 206041, 'name': 'professional assassin'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 312965, 'name': 'berlin'}]"
29,9381,"[{'id': 2964, 'name': 'future'}, {'id': 1009, 'name': 'baby'}, {'id': 6212, 'name': 'smuggling (contraband)'}, {'id': 339, 'name': 'submarine'}, {'id': 3725, 'name': 'pregnancy'}, {'id': 4565, 'name': 'dystopia'}, {'id': 3246, 'name': 'prosecution'}, {'id': 3070, 'name': 'mercenary'}, {'id': 4556, 'name': 'protection'}, {'id': 4690, 'name': 'moral conflict'}, {'id': 10629, 'name': 'vision'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 173162, 'name': 'sect'}]"
30,614930,"[{'id': 242, 'name': 'new york city'}, {'id': 380, 'name': 'sibling relationship'}, {'id': 390, 'name': 'skateboarding'}, {'id': 853, 'name': 'crime fighter'}, {'id': 9715, 'name': 'superhero'}, {'id': 6362, 'name': 'turtle'}, {'id': 10278, 'name': 'ninja'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 251702, 'name': 'teenage mutant ninja turtles'}, {'id': 261392, 'name': 'aspiring journalist'}, {'id': 269710, 'name': 'anthropomorphic animal'}]"
31,1008042,"[{'id': 236, 'name': 'suicide'}, {'id': 2754, 'name': 'trauma'}, {'id': 9712, 'name': 'possession'}, {'id': 5248, 'name': 'female friendship'}, {'id': 6782, 'name': 'addiction'}, {'id': 9872, 'name': 'grief'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 157213, 'name': 'death of mother'}, {'id': 157791, 'name': 'self mutilation'}, {'id': 159315, 'name': 'mental health'}, {'id': 169075, 'name': 'dead parent'}, {'id': 176834, 'name': 'social media'}, {'id': 178444, 'name': 'peer pressure'}, {'id': 214418, 'name': 'disembodied hand'}, {'id': 226344, 'name': 'generation z'}, {'id': 233130, 'name': 'self-harm'}, {'id': 256183, 'name': 'supernatural horror'}, {'id': 269726, 'name': 'cautionary tale'}, {'id': 269775, 'name': 'adelaide australia'}, {'id': 283085, 'name': 'body horror'}, {'id': 296359, 'name': 'graphic violence'}, {'id': 296608, 'name': 'teenager'}]"
32,800158,"[{'id': 1589, 'name': 'sniper'}, {'id': 242, 'name': 'new york city'}, {'id': 782, 'name': 'assassin'}, {'id': 822, 'name': 'airport'}, {'id': 2411, 'name': 'new orleans, louisiana'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 3701, 'name': 'client'}, {'id': 3977, 'name': 'product placement'}, {'id': 9740, 'name': 'sociopath'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10855, 'name': 'fate'}, {'id': 10909, 'name': 'lawyer'}, {'id': 14707, 'name': 'brutality'}, {'id': 18712, 'name': 'based on graphic novel'}, {'id': 164186, 'name': 'character study'}, {'id': 164657, 'name': 'perfectionist'}, {'id': 181834, 'name': 'empathy'}, {'id': 190019, 'name': 'dominican republic'}, {'id': 214985, 'name': 'tampa, florida'}, {'id': 226499, 'name': 'manhunt'}, {'id': 235820, 'name': 'international manhunt'}, {'id': 250909, 'name': 'precision'}, {'id': 257336, 'name': 'gig economy'}, {'id': 295809, 'name': 'secret'}, {'id': 312898, 'name': 'violence'}, {'id': 324803, 'name': 'botched job'}]"
33,459003,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 2710, 'name': 'fairy'}, {'id': 18330, 'name': 'nature'}, {'id': 178856, 'name': 'folklore'}, {'id': 185343, 'name': 'based on myths, legends or folklore'}, {'id': 235607, 'name': 'mavka'}, {'id': 235608, 'name': 'ukrainian folklore'}, {'id': 281237, 'name': 'independent film'}, {'id': 296736, 'name': 'love vs duty'}]"
34,554600,"[{'id': 6092, 'name': 'army'}, {'id': 9672, 'name': 'based on true story'}, {'id': 13015, 'name': 'terrorism'}, {'id': 14636, 'name': 'india'}, {'id': 158774, 'name': 'terrorist attack'}, {'id': 191819, 'name': 'indian army'}]"
35,901362,"[{'id': 3490, 'name': 'pop star'}, {'id': 5301, 'name': 'brother'}, {'id': 4344, 'name': 'musical'}, {'id': 9663, 'name': 'sequel'}, {'id': 10542, 'name': 'based on toy'}, {'id': 235585, 'name': 'reunite'}, {'id': 241738, 'name': 'sister sister relationship'}, {'id': 243959, 'name': 'brother brother relationship'}, {'id': 272017, 'name': 'trolls'}, {'id': 286529, 'name': 'jukebox musical'}]"
36,823395,"[{'id': 179431, 'name': 'duringcreditsstinger'}]"
37,76600,"[{'id': 3737, 'name': 'dying and death'}, {'id': 697, 'name': 'loss of loved one'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 6506, 'name': 'resurrection'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 9663, 'name': 'sequel'}, {'id': 10158, 'name': 'alien planet'}, {'id': 11239, 'name': 'distant future'}, {'id': 185927, 'name': 'adopted child'}, {'id': 194421, 'name': 'rebirth'}, {'id': 205734, 'name': 'family dynamics'}, {'id': 209051, 'name': 'adopted son'}, {'id': 219826, 'name': 'stronger villain'}, {'id': 273967, 'name': 'war'}]"
38,545742,"[{'id': 6054, 'name': 'friendship'}, {'id': 9713, 'name': 'friends'}, {'id': 12988, 'name': 'pirate'}, {'id': 13141, 'name': 'based on manga'}, {'id': 207826, 'name': 'shounen'}, {'id': 210024, 'name': 'anime'}, {'id': 241608, 'name': 'remastering'}]"
39,1172009,"[{'id': 252204, 'name': 'revenge thriller'}, {'id': 284361, 'name': 'nollywood'}]"
40,975902,"[{'id': 11322, 'name': 'female protagonist'}]"
41,447365,"[{'id': 1701, 'name': 'hero'}, {'id': 9715, 'name': 'superhero'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9663, 'name': 'sequel'}, {'id': 155030, 'name': 'superhero team'}, {'id': 161176, 'name': 'space opera'}, {'id': 162881, 'name': 'raccoon'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 231295, 'name': 'cosmic'}, {'id': 252634, 'name': 'outer space'}, {'id': 267488, 'name': 'chosen family'}]"
42,557946,"[{'id': 11168, 'name': 'private investigator'}, {'id': 156091, 'name': 'missing person'}]"
43,76617,"[{'id': 1526, 'name': 'home'}, {'id': 10292, 'name': 'gore'}, {'id': 9663, 'name': 'sequel'}, {'id': 11545, 'name': 'leatherface'}, {'id': 12339, 'name': 'slasher'}, {'id': 12394, 'name': 'chainsaw'}, {'id': 12642, 'name': 'shattered home'}, {'id': 14690, 'name': 'violent death'}, {'id': 14696, 'name': 'bloody fight'}, {'id': 157812, 'name': 'blood lust'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 250395, 'name': 'góry'}, {'id': 279808, 'name': 'sawing'}, {'id': 279809, 'name': 'hewitt'}]"
44,986210,"[{'id': 3386, 'name': 'space war'}, {'id': 195114, 'name': 'space adventure'}]"
45,335977,"[{'id': 6956, 'name': 'treasure hunt'}, {'id': 5049, 'name': 'ancient rome'}, {'id': 9663, 'name': 'sequel'}, {'id': 9856, 'name': 'flashback'}, {'id': 18109, 'name': 'knife fight'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 175428, 'name': 'adventurer'}, {'id': 208992, 'name': '1960s'}, {'id': 279911, 'name': 'nazi germany'}, {'id': 280566, 'name': 'action adventure'}]"
46,76600,"[{'id': 3737, 'name': 'dying and death'}, {'id': 697, 'name': 'loss of loved one'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 6506, 'name': 'resurrection'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 9663, 'name': 'sequel'}, {'id': 10158, 'name': 'alien planet'}, {'id': 11239, 'name': 'distant future'}, {'id': 185927, 'name': 'adopted child'}, {'id': 194421, 'name': 'rebirth'}, {'id': 205734, 'name': 'family dynamics'}, {'id': 209051, 'name': 'adopted son'}, {'id': 219826, 'name': 'stronger villain'}, {'id': 273967, 'name': 'war'}]"
47,1151534,"[{'id': 179578, 'name': 'lost at sea'}, {'id': 234041, 'name': 'one location'}, {'id': 300722, 'name': 'survival at sea'}]"
48,118249,[]
49,554600,"[{'id': 6092, 'name': 'army'}, {'id': 9672, 'name': 'based on true story'}, {'id': 13015, 'name': 'terrorism'}, {'id': 14636, 'name': 'india'}, {'id': 158774, 'name': 'terrorist attack'}, {'id': 191819, 'name': 'indian army'}]"
50,298618,"[{'id': 1701, 'name': 'hero'}, {'id': 1308, 'name': 'secret identity'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10761, 'name': 'superhuman'}, {'id': 33637, 'name': 'super power'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 228795, 'name': 'butterfly effect'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}, {'id': 235578, 'name': 'superhuman abilities'}, {'id': 241739, 'name': 'loss of mother'}]"
51,315162,"[{'id': 3205, 'name': 'fairy tale'}, {'id': 11478, 'name': 'talking dog'}, {'id': 15285, 'name': 'spin off'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 188748, 'name': 'talking cat'}, {'id': 227812, 'name': 'fear of death'}]"
52,55241,[]
53,257117,"[{'id': 10123, 'name': 'dark comedy'}, {'id': 187056, 'name': 'woman director'}]"
54,1058694,"[{'id': 5616, 'name': 'usa–mexico border'}, {'id': 193547, 'name': 'teachers and students'}, {'id': 261327, 'name': 'border town'}]"
55,513776,"[{'id': 9712, 'name': 'possession'}, {'id': 33711, 'name': 'entity'}, {'id': 156075, 'name': 'evil'}]"
56,299536,"[{'id': 2858, 'name': 'sacrifice'}, {'id': 2343, 'name': 'magic'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9882, 'name': 'space'}, {'id': 10141, 'name': 'battlefield'}, {'id': 14900, 'name': 'genocide'}, {'id': 15252, 'name': 'magical object'}, {'id': 33637, 'name': 'super power'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 231295, 'name': 'cosmic'}]"
57,447277,"[{'id': 5938, 'name': 'mermaid'}, {'id': 4344, 'name': 'musical'}, {'id': 179411, 'name': 'based on fairy tale'}, {'id': 245230, 'name': 'live action remake'}]"
58,76617,"[{'id': 1526, 'name': 'home'}, {'id': 10292, 'name': 'gore'}, {'id': 9663, 'name': 'sequel'}, {'id': 11545, 'name': 'leatherface'}, {'id': 12339, 'name': 'slasher'}, {'id': 12394, 'name': 'chainsaw'}, {'id': 12642, 'name': 'shattered home'}, {'id': 14690, 'name': 'violent death'}, {'id': 14696, 'name': 'bloody fight'}, {'id': 157812, 'name': 'blood lust'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 250395, 'name': 'góry'}, {'id': 279808, 'name': 'sawing'}, {'id': 279809, 'name': 'hewitt'}]"
59,131631,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 836, 'name': 'resistance'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4458, 'name': 'post-apocalyptic future'}, {'id': 9663, 'name': 'sequel'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 18101, 'name': 'bow and arrow'}, {'id': 18249, 'name': 'game'}, {'id': 162484, 'name': 'future war'}, {'id': 162845, 'name': 'revolt'}, {'id': 165299, 'name': 'class prejudice'}, {'id': 207569, 'name': 'human subjugation'}, {'id': 246466, 'name': 'based on young adult novel'}]"
60,751237,"[{'id': 4932, 'name': 'farm'}, {'id': 14988, 'name': 'east asian lead'}, {'id': 157213, 'name': 'death of mother'}, {'id': 176227, 'name': 'motherhood'}, {'id': 187056, 'name': 'woman director'}, {'id': 231519, 'name': 'korean american'}, {'id': 240315, 'name': 'mother daughter relationship'}, {'id': 272877, 'name': 'korean'}]"
61,1034062,"[{'id': 779, 'name': 'martial arts'}, {'id': 14955, 'name': 'fighting'}, {'id': 41645, 'name': 'based on video game'}, {'id': 186410, 'name': 'extreme blood'}]"
62,1000081,[]
63,804755,"[{'id': 745, 'name': 'nun'}, {'id': 6150, 'name': 'faith'}, {'id': 10093, 'name': 'priest'}, {'id': 11001, 'name': 'religion'}, {'id': 14765, 'name': 'church'}, {'id': 161261, 'name': 'demonic possession'}, {'id': 189868, 'name': 'rumor'}]"
64,744857,"[{'id': 4932, 'name': 'farm'}, {'id': 1415, 'name': 'small town'}, {'id': 1366, 'name': 'shotgun'}, {'id': 5331, 'name': 'village'}, {'id': 9712, 'name': 'possession'}, {'id': 10292, 'name': 'gore'}, {'id': 10947, 'name': 'goat'}, {'id': 15001, 'name': 'demon'}, {'id': 15090, 'name': 'police officer'}, {'id': 15162, 'name': 'dog'}, {'id': 155816, 'name': 'ex-wife'}, {'id': 156075, 'name': 'evil'}, {'id': 243959, 'name': 'brother brother relationship'}, {'id': 286646, 'name': 'brutal violence'}]"
65,1146143,[]
66,466420,"[{'id': 1157, 'name': 'husband wife relationship'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1543, 'name': 'war veteran'}, {'id': 1812, 'name': 'fbi'}, {'id': 5332, 'name': 'greed'}, {'id': 2493, 'name': 'oklahoma'}, {'id': 2887, 'name': 'manipulation'}, {'id': 10322, 'name': 'native american'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9826, 'name': 'murder'}, {'id': 12425, 'name': 'racism'}, {'id': 14676, 'name': 'series of murders'}, {'id': 14900, 'name': 'genocide'}, {'id': 15060, 'name': 'period drama'}, {'id': 33519, 'name': 'courtroom'}, {'id': 33720, 'name': 'guilt'}, {'id': 33722, 'name': 'true crime'}, {'id': 41500, 'name': 'oil industry'}, {'id': 157215, 'name': 'death of sister'}, {'id': 161207, 'name': 'catholicism'}, {'id': 164193, 'name': 'uncle nephew relationship'}, {'id': 175949, 'name': 'catholic guilt'}, {'id': 207876, 'name': '1920s'}, {'id': 232648, 'name': 'osage indian'}, {'id': 236621, 'name': 'gullibility'}, {'id': 238192, 'name': 'poisoning'}, {'id': 241625, 'name': 'diabetes'}, {'id': 256930, 'name': 'revisionist western'}, {'id': 270346, 'name': 'meta'}, {'id': 279928, 'name': 'male protagonist'}, {'id': 305941, 'name': 'western'}]"
67,937249,[]
